holiday,workingday,weather,temp,feel_temp,humidity,windspeed,datetime,count
False,True,misty,8.200000000000001,10.605,0.69,8.9981,2011-01-07 04:00:00,1
False,True,rain,9.02,13.635,0.55,0.0,2011-01-07 05:00:00,5
False,True,misty,8.200000000000001,12.88,0.69,0.0,2011-01-07 06:00:00,34
False,True,clear,8.200000000000001,10.605,0.69,8.9981,2011-01-07 07:00:00,84
False,True,clear,8.200000000000001,9.85,0.51,16.997899999999998,2011-01-07 08:00:00,210
False,True,clear,8.200000000000001,9.09,0.47,19.9995,2011-01-07 09:00:00,134
False,True,clear,9.02,9.85,0.37,22.0028,2011-01-07 10:00:00,63
False,True,misty,8.200000000000001,9.85,0.4,15.0013,2011-01-07 11:00:00,67
False,True,misty,8.200000000000001,9.85,0.37,16.997899999999998,2011-01-07 12:00:00,59
False,True,misty,8.200000000000001,9.09,0.37,19.0012,2011-01-07 13:00:00,73
False,True,misty,8.200000000000001,9.85,0.4,16.997899999999998,2011-01-07 14:00:00,50
False,True,misty,8.200000000000001,10.605,0.37,11.0014,2011-01-07 15:00:00,72
False,True,misty,8.200000000000001,10.605,0.37,11.0014,2011-01-07 16:00:00,87
False,True,misty,8.200000000000001,12.88,0.37,0.0,2011-01-07 17:00:00,187
False,True,clear,8.200000000000001,11.365,0.4,6.0032,2011-01-07 18:00:00,123
False,True,clear,6.5600000000000005,9.85,0.55,6.0032,2011-01-07 19:00:00,95
False,True,clear,7.38,10.605,0.47,7.0015,2011-01-07 20:00:00,51
False,True,clear,7.38,9.85,0.47,8.9981,2011-01-07 21:00:00,39
False,True,misty,7.38,9.85,0.43,11.0014,2011-01-07 22:00:00,36
False,True,misty,7.38,9.85,0.51,11.0014,2011-01-07 23:00:00,15
False,False,misty,7.38,9.85,0.51,11.0014,2011-01-08 00:00:00,25
False,False,misty,7.38,10.605,0.55,6.0032,2011-01-08 01:00:00,16
False,False,misty,7.38,12.12,0.55,0.0,2011-01-08 02:00:00,16
False,False,rain,7.38,9.85,0.55,11.0014,2011-01-08 03:00:00,7
False,False,rain,7.38,9.85,0.55,11.0014,2011-01-08 04:00:00,1
False,False,misty,6.5600000000000005,8.334999999999999,0.74,11.0014,2011-01-08 05:00:00,5
False,False,misty,6.5600000000000005,8.334999999999999,0.74,11.0014,2011-01-08 06:00:00,2
False,False,misty,6.5600000000000005,9.09,0.74,7.0015,2011-01-08 07:00:00,9
False,False,rain,6.5600000000000005,9.09,0.93,7.0015,2011-01-08 08:00:00,15
False,False,rain,6.5600000000000005,9.09,0.93,7.0015,2011-01-08 09:00:00,20
False,False,misty,7.38,9.85,0.8,11.0014,2011-01-08 10:00:00,61
False,False,misty,8.200000000000001,9.09,0.69,26.0027,2011-01-08 11:00:00,62
False,False,misty,8.200000000000001,9.09,0.59,23.9994,2011-01-08 12:00:00,98
False,False,clear,8.200000000000001,9.09,0.44,22.0028,2011-01-08 13:00:00,102
False,False,clear,8.200000000000001,8.334999999999999,0.32,32.9975,2011-01-08 14:00:00,95
False,False,clear,8.200000000000001,8.334999999999999,0.32,30.0026,2011-01-08 15:00:00,74
False,False,clear,7.38,6.819999999999999,0.29,30.0026,2011-01-08 16:00:00,76
False,False,clear,6.5600000000000005,6.0600000000000005,0.37,36.9974,2011-01-08 17:00:00,69
False,False,clear,5.74,6.0600000000000005,0.39,19.9995,2011-01-08 18:00:00,55
False,False,clear,5.74,6.0600000000000005,0.36,16.997899999999998,2011-01-08 19:00:00,30
False,False,clear,4.92,6.0600000000000005,0.36,16.997899999999998,2011-01-08 20:00:00,28
False,False,clear,4.92,5.305,0.39,23.9994,2011-01-08 21:00:00,37
False,False,clear,4.92,5.305,0.36,26.0027,2011-01-08 22:00:00,34
False,False,clear,4.1000000000000005,3.03,0.39,30.0026,2011-01-08 23:00:00,22
False,False,clear,4.1000000000000005,3.790000000000001,0.42,26.0027,2011-01-09 00:00:00,25
False,False,clear,4.1000000000000005,3.03,0.42,31.0009,2011-01-09 01:00:00,12
False,False,clear,4.1000000000000005,3.03,0.46,31.0009,2011-01-09 02:00:00,11
False,False,clear,4.1000000000000005,3.790000000000001,0.46,27.9993,2011-01-09 03:00:00,4
False,False,clear,3.28,4.545,0.53,12.998,2011-01-09 04:00:00,1
False,False,clear,3.28,4.545,0.53,12.998,2011-01-09 05:00:00,1
False,False,clear,4.1000000000000005,4.545,0.49,19.0012,2011-01-09 06:00:00,1
False,False,clear,3.28,4.545,0.53,12.998,2011-01-09 07:00:00,6
False,False,clear,4.1000000000000005,4.545,0.49,19.0012,2011-01-09 08:00:00,10
False,False,clear,4.92,3.790000000000001,0.46,35.0008,2011-01-09 09:00:00,19
False,False,clear,5.74,5.305,0.43,26.0027,2011-01-09 10:00:00,49
False,False,clear,6.5600000000000005,6.0600000000000005,0.4,35.0008,2011-01-09 11:00:00,49
False,False,clear,7.38,6.819999999999999,0.37,30.0026,2011-01-09 12:00:00,83
False,False,clear,8.200000000000001,8.334999999999999,0.34,30.0026,2011-01-09 13:00:00,75
False,False,clear,9.02,9.09,0.32,31.0009,2011-01-09 14:00:00,72
False,False,clear,9.02,9.85,0.35,23.9994,2011-01-09 15:00:00,82
False,False,clear,8.200000000000001,8.334999999999999,0.34,30.0026,2011-01-09 16:00:00,92
False,False,clear,7.38,7.575,0.37,26.0027,2011-01-09 17:00:00,62
False,False,clear,6.5600000000000005,6.819999999999999,0.4,22.0028,2011-01-09 18:00:00,48
False,False,clear,6.5600000000000005,6.819999999999999,0.43,22.0028,2011-01-09 19:00:00,41
False,False,clear,5.74,6.0600000000000005,0.46,16.997899999999998,2011-01-09 20:00:00,38
False,False,clear,5.74,5.305,0.46,27.9993,2011-01-09 21:00:00,20
False,False,clear,5.74,6.0600000000000005,0.46,19.9995,2011-01-09 22:00:00,15
False,False,clear,4.92,6.819999999999999,0.5,12.998,2011-01-09 23:00:00,6
False,True,clear,4.92,6.0600000000000005,0.5,19.0012,2011-01-10 00:00:00,5
False,True,clear,4.92,6.0600000000000005,0.5,19.0012,2011-01-10 01:00:00,1
False,True,clear,4.92,6.0600000000000005,0.5,15.0013,2011-01-10 02:00:00,3
False,True,clear,4.92,6.0600000000000005,0.5,15.0013,2011-01-10 03:00:00,1
False,True,clear,4.1000000000000005,6.0600000000000005,0.54,8.9981,2011-01-10 04:00:00,3
False,True,clear,4.1000000000000005,5.305,0.54,16.997899999999998,2011-01-10 05:00:00,3
False,True,clear,4.92,6.0600000000000005,0.5,19.0012,2011-01-10 06:00:00,31
False,True,clear,4.92,6.0600000000000005,0.5,15.0013,2011-01-10 07:00:00,77
False,True,misty,4.92,6.0600000000000005,0.5,19.0012,2011-01-10 08:00:00,188
False,True,misty,5.74,6.0600000000000005,0.5,16.997899999999998,2011-01-10 09:00:00,94
False,True,misty,5.74,6.0600000000000005,0.5,19.9995,2011-01-10 10:00:00,31
False,True,misty,6.5600000000000005,6.819999999999999,0.47,19.0012,2011-01-10 11:00:00,30
False,True,misty,8.200000000000001,9.09,0.4,19.0012,2011-01-10 12:00:00,52
False,True,misty,8.200000000000001,9.09,0.4,19.0012,2011-01-10 13:00:00,54
False,True,misty,8.200000000000001,9.85,0.4,15.0013,2011-01-10 14:00:00,47
False,True,misty,8.200000000000001,9.85,0.4,15.0013,2011-01-10 15:00:00,45
False,True,clear,8.200000000000001,10.605,0.4,8.9981,2011-01-10 16:00:00,74
False,True,clear,8.200000000000001,11.365,0.4,7.0015,2011-01-10 17:00:00,178
False,True,clear,8.200000000000001,9.85,0.4,15.0013,2011-01-10 18:00:00,155
False,True,clear,6.5600000000000005,8.334999999999999,0.47,11.0014,2011-01-10 19:00:00,95
False,True,clear,6.5600000000000005,8.334999999999999,0.5,11.0014,2011-01-10 20:00:00,74
False,True,clear,5.74,6.819999999999999,0.59,12.998,2011-01-10 21:00:00,38
False,True,clear,5.74,7.575,0.59,11.0014,2011-01-10 22:00:00,24
False,True,clear,5.74,7.575,0.59,11.0014,2011-01-10 23:00:00,18
False,True,clear,5.74,8.334999999999999,0.59,7.0015,2011-01-11 00:00:00,12
False,True,clear,5.74,7.575,0.59,11.0014,2011-01-11 01:00:00,3
False,True,misty,6.5600000000000005,7.575,0.55,12.998,2011-01-11 02:00:00,3
False,True,misty,6.5600000000000005,9.09,0.55,8.9981,2011-01-11 05:00:00,6
False,True,misty,6.5600000000000005,9.09,0.55,8.9981,2011-01-11 06:00:00,27
False,True,misty,6.5600000000000005,11.365,0.55,0.0,2011-01-11 07:00:00,99
False,True,misty,7.38,10.605,0.51,6.0032,2011-01-11 08:00:00,217
False,True,misty,7.38,9.85,0.51,11.0014,2011-01-11 09:00:00,130
False,True,misty,8.200000000000001,10.605,0.51,11.0014,2011-01-11 10:00:00,54
False,True,misty,8.200000000000001,10.605,0.47,8.9981,2011-01-11 11:00:00,35
False,True,misty,8.200000000000001,11.365,0.51,7.0015,2011-01-11 12:00:00,57
False,True,misty,8.200000000000001,11.365,0.59,6.0032,2011-01-11 13:00:00,52
False,True,misty,8.200000000000001,11.365,0.59,6.0032,2011-01-11 14:00:00,63
False,True,misty,6.5600000000000005,9.85,0.8,6.0032,2011-01-11 15:00:00,47
False,True,misty,6.5600000000000005,7.575,0.86,15.0013,2011-01-11 16:00:00,76
False,True,misty,6.5600000000000005,7.575,0.86,15.0013,2011-01-11 17:00:00,136
False,True,rain,6.5600000000000005,9.09,0.93,7.0015,2011-01-11 18:00:00,95
False,True,rain,6.5600000000000005,11.365,0.93,0.0,2011-01-11 19:00:00,51
False,True,rain,6.5600000000000005,7.575,0.93,12.998,2011-01-11 20:00:00,32
False,True,rain,6.5600000000000005,9.85,0.86,6.0032,2011-01-11 21:00:00,20
False,True,rain,6.5600000000000005,9.09,0.93,7.0015,2011-01-11 22:00:00,29
False,True,rain,6.5600000000000005,9.85,0.93,6.0032,2011-01-11 23:00:00,19
False,True,misty,6.5600000000000005,9.85,0.86,6.0032,2011-01-12 00:00:00,7
False,True,misty,6.5600000000000005,9.09,0.86,7.0015,2011-01-12 01:00:00,6
False,True,clear,5.74,7.575,0.86,8.9981,2011-01-12 02:00:00,1
False,True,clear,5.74,7.575,0.86,11.0014,2011-01-12 05:00:00,5
False,True,clear,4.92,7.575,0.93,8.9981,2011-01-12 06:00:00,16
False,True,clear,5.74,7.575,0.69,8.9981,2011-01-12 07:00:00,54
False,True,clear,6.5600000000000005,8.334999999999999,0.59,11.0014,2011-01-12 08:00:00,128
False,True,clear,6.5600000000000005,6.819999999999999,0.59,22.0028,2011-01-12 09:00:00,81
False,True,clear,7.38,9.09,0.55,15.0013,2011-01-12 10:00:00,39
False,True,clear,8.200000000000001,9.09,0.51,26.0027,2011-01-12 11:00:00,35
False,True,clear,8.200000000000001,7.575,0.47,39.0007,2011-01-12 12:00:00,55
False,True,clear,9.02,9.85,0.44,23.9994,2011-01-12 13:00:00,49
False,True,clear,8.200000000000001,9.09,0.47,22.0028,2011-01-12 14:00:00,44
False,True,clear,8.200000000000001,8.334999999999999,0.47,27.9993,2011-01-12 15:00:00,49
False,True,clear,9.02,9.85,0.44,22.0028,2011-01-12 16:00:00,68
False,True,clear,8.200000000000001,9.09,0.47,23.9994,2011-01-12 17:00:00,139
False,True,clear,8.200000000000001,7.575,0.47,35.0008,2011-01-12 18:00:00,137
False,True,clear,7.38,7.575,0.47,27.9993,2011-01-12 19:00:00,83
False,True,clear,6.5600000000000005,6.819999999999999,0.5,22.0028,2011-01-12 20:00:00,56
False,True,clear,6.5600000000000005,6.819999999999999,0.55,22.0028,2011-01-12 21:00:00,57
False,True,clear,6.5600000000000005,6.0600000000000005,0.55,30.0026,2011-01-12 22:00:00,33
False,True,clear,5.74,5.305,0.59,27.9993,2011-01-12 23:00:00,20
False,True,clear,5.74,6.0600000000000005,0.59,19.0012,2011-01-13 00:00:00,7
False,True,clear,5.74,6.0600000000000005,0.5,19.0012,2011-01-13 01:00:00,2
False,True,clear,5.74,6.0600000000000005,0.5,23.9994,2011-01-13 02:00:00,2
False,True,clear,5.74,6.0600000000000005,0.5,22.0028,2011-01-13 03:00:00,3
False,True,clear,5.74,6.0600000000000005,0.5,16.997899999999998,2011-01-13 04:00:00,4
False,True,clear,5.74,6.0600000000000005,0.5,19.9995,2011-01-13 05:00:00,3
False,True,clear,4.92,7.575,0.54,8.9981,2011-01-13 06:00:00,28
False,True,clear,4.92,7.575,0.54,8.9981,2011-01-13 07:00:00,72
False,True,clear,5.74,6.819999999999999,0.5,12.998,2011-01-13 08:00:00,202
False,True,clear,5.74,6.0600000000000005,0.5,22.0028,2011-01-13 09:00:00,139
False,True,misty,6.5600000000000005,6.819999999999999,0.5,23.9994,2011-01-13 10:00:00,38
False,True,misty,8.200000000000001,8.334999999999999,0.44,30.0026,2011-01-13 11:00:00,37
False,True,clear,8.200000000000001,8.334999999999999,0.44,27.9993,2011-01-13 12:00:00,52
False,True,clear,9.02,9.85,0.41,30.0026,2011-01-13 13:00:00,83
False,True,clear,9.02,9.85,0.41,26.0027,2011-01-13 14:00:00,42
False,True,clear,9.84,10.605,0.38,19.9995,2011-01-13 15:00:00,60
False,True,clear,9.84,10.605,0.38,23.9994,2011-01-13 16:00:00,78
False,True,clear,8.200000000000001,9.09,0.4,19.0012,2011-01-13 17:00:00,162
False,True,clear,8.200000000000001,9.09,0.4,22.0028,2011-01-13 18:00:00,144
False,True,clear,6.5600000000000005,7.575,0.47,16.997899999999998,2011-01-13 19:00:00,99
False,True,clear,6.5600000000000005,7.575,0.47,15.0013,2011-01-13 20:00:00,64
False,True,clear,5.74,6.0600000000000005,0.46,19.9995,2011-01-13 21:00:00,40
False,True,clear,5.74,6.0600000000000005,0.46,22.0028,2011-01-13 22:00:00,30
False,True,clear,4.92,6.819999999999999,0.5,12.998,2011-01-13 23:00:00,15
False,True,clear,4.92,6.819999999999999,0.5,12.998,2011-01-14 00:00:00,14
False,True,clear,4.1000000000000005,6.0600000000000005,0.54,11.0014,2011-01-14 01:00:00,5
False,True,clear,4.1000000000000005,6.0600000000000005,0.54,8.9981,2011-01-14 02:00:00,1
False,True,clear,4.1000000000000005,6.819999999999999,0.54,7.0015,2011-01-14 03:00:00,1
False,True,clear,4.1000000000000005,6.819999999999999,0.54,6.0032,2011-01-14 05:00:00,8
False,True,clear,4.1000000000000005,9.09,0.54,0.0,2011-01-14 06:00:00,17
False,True,clear,4.1000000000000005,6.0600000000000005,0.74,11.0014,2011-01-14 07:00:00,70
False,True,clear,4.92,8.334999999999999,0.68,0.0,2011-01-14 08:00:00,158
False,True,clear,5.74,7.575,0.69,8.9981,2011-01-14 09:00:00,117
False,True,clear,7.38,9.09,0.55,12.998,2011-01-14 10:00:00,44
False,True,clear,7.38,8.334999999999999,0.51,19.0012,2011-01-14 11:00:00,53
False,True,clear,8.200000000000001,9.85,0.44,16.997899999999998,2011-01-14 12:00:00,61
False,True,clear,9.02,9.85,0.37,26.0027,2011-01-14 13:00:00,77
False,True,clear,9.02,10.605,0.41,19.0012,2011-01-14 14:00:00,64
False,True,clear,9.84,12.12,0.38,11.0014,2011-01-14 15:00:00,68
False,True,clear,9.02,12.12,0.41,7.0015,2011-01-14 16:00:00,90
False,True,clear,9.02,11.365,0.41,11.0014,2011-01-14 17:00:00,159
False,True,clear,8.200000000000001,12.88,0.47,0.0,2011-01-14 18:00:00,139
False,True,clear,6.5600000000000005,9.85,0.59,6.0032,2011-01-14 19:00:00,92
False,True,clear,7.38,12.12,0.59,0.0,2011-01-14 20:00:00,68
False,True,clear,6.5600000000000005,11.365,0.69,0.0,2011-01-14 21:00:00,52
False,True,misty,6.5600000000000005,11.365,0.69,0.0,2011-01-14 22:00:00,36
False,True,misty,7.38,12.12,0.55,0.0,2011-01-14 23:00:00,27
False,False,clear,7.38,12.12,0.55,0.0,2011-01-15 00:00:00,28
False,False,misty,6.5600000000000005,9.85,0.59,6.0032,2011-01-15 01:00:00,20
False,False,misty,6.5600000000000005,9.85,0.59,6.0032,2011-01-15 02:00:00,12
False,False,misty,6.5600000000000005,11.365,0.59,0.0,2011-01-15 03:00:00,8
False,False,misty,6.5600000000000005,11.365,0.59,0.0,2011-01-15 04:00:00,5
False,False,clear,6.5600000000000005,11.365,0.59,0.0,2011-01-15 05:00:00,1
False,False,clear,5.74,8.334999999999999,0.63,7.0015,2011-01-15 06:00:00,3
False,False,clear,5.74,10.605,0.63,0.0,2011-01-15 07:00:00,10
